plate, mjd, fiber, FWHM_broad_Halpha, log_L_OIII_5007, log_L_narrow_Hbeta, EW_broad_Hbeta, EW_broad_FeII, EW_OIII_5007, r_mag, W1_mag, W2_mag, W3_mag, W4_mag, log_BH_mass, log_L_bol, log_Eddington_ratio 
451.0, 51908.0, 133.0, 3448.1, 42.2, 41.24, 103.8, 22.8, 25.0, 16.015, 11.435, 10.471, 7.789, 5.321, 8.47, 45.471, -1.1 
1616.0, 53169.0, 351.0, 3196.6, 42.0, 41.44, 40.4, 13.7, 31.7, 18.707, nan, nan, nan, nan, 8.16, 45.132, -1.12 
2133.0, 53917.0, 43.0, 3509.5, 42.3, 41.08, 63.6, 32.3, 30.5, 17.68, 13.16, 12.048, 8.942, 6.448, 8.33, 45.464, -0.97 
380.0, 51792.0, 565.0, 6603.5, 42.4, 41.46, 28.8, 13.2, 98.8, 18.049, nan, nan, nan, nan, 9.04, 45.04, -2.1 
2880.0, 54509.0, 561.0, 6418.9, 41.8, 40.85, 32.5, 6.7, 12.7, 18.513, nan, nan, nan, nan, 8.85, 45.393, -1.56 
1971.0, 53472.0, 348.0, 3149.9, 42.4, 41.44, 101.0, 25.9, 88.7, 17.814, nan, nan, nan, nan, 8.21, 45.081, -1.23 
463.0, 51908.0, 107.0, 4233.0, 42.1, 41.05, 112.6, 50.9, 45.0, 17.545, 12.546, 11.673, 9.041, 6.441, 8.47, 45.124, -1.44 
375.0, 52140.0, 361.0, 5017.6, 41.9, nan, 45.9, 35.4, 7.7, 16.614, nan, nan, nan, nan, 8.73, 45.698, -1.14 
1986.0, 53475.0, 340.0, 4556.2, 41.7, 40.55, 75.2, 30.7, 11.5, 17.519, nan, nan, nan, nan, 8.6, 45.326, -1.38 
883.0, 52430.0, 552.0, 2782.2, 42.5, 41.37, 82.6, 7.2, 51.8, 17.631, nan, nan, nan, nan, 8.22, 45.409, -0.91 
2288.0, 53699.0, 617.0, 1440.0, 42.1, 40.73, 46.0, 57.3, 58.9, 17.249, nan, nan, nan, nan, 7.35, 45.057, -0.39 
1867.0, 53317.0, 54.0, 3506.9, 41.9, 40.65, 131.5, 53.0, 35.2, 17.525, 12.456, 11.514, 8.836, 6.375, 8.09, 45.017, -1.17 
2781.0, 54266.0, 54.0, 4285.1, 42.1, 41.05, 96.8, 10.8, 19.1, 17.077, 12.856, 11.915, 9.758, 7.669, 8.57, 45.523, -1.15 
2163.0, 53823.0, 45.0, 4867.7, 41.7, 40.89, 60.7, 26.8, 13.3, 18.019, 12.74, 11.853, 9.141, 6.927, 8.56, 45.218, -1.45 
439.0, 51877.0, 9.0, 3827.3, 42.4, 41.43, 84.4, 20.7, 43.7, 17.952, 12.866, 11.818, 9.137, 6.774, 8.59, 45.402, -1.29 
970.0, 52413.0, 604.0, 4069.4, 41.3, 38.8, 108.6, 42.5, 7.1, 18.449, nan, nan, nan, nan, 8.41, 45.123, -1.38 
2533.0, 54585.0, 612.0, 3920.8, 41.8, 40.32, 62.8, nan, 12.9, 17.003, 12.836, 11.867, 9.215, 6.778, 8.41, 45.315, -1.19 
655.0, 52162.0, 315.0, 4073.8, 41.8, 40.87, 29.2, 33.0, 16.1, 17.498, nan, nan, nan, nan, 8.59, 45.247, -1.44 
1377.0, 53050.0, 554.0, 3005.6, 42.0, 41.03, 58.7, 12.6, 63.0, 17.639, nan, nan, nan, nan, 8.01, 44.87, -1.24 
950.0, 52378.0, 475.0, 3482.7, 42.1, 41.14, 87.9, 43.3, 19.8, 16.771, nan, nan, nan, nan, 8.62, 45.459, -1.27 
2292.0, 53713.0, 272.0, 3895.6, 42.0, 41.0, 65.4, 35.5, 36.7, 17.82, nan, nan, nan, nan, 8.33, 45.119, -1.31 
536.0, 52024.0, 308.0, 4073.8, 41.3, nan, 32.0, 24.6, 7.2, 18.108, 13.691, 12.99, 10.598, 8.24, 8.67, 45.11, -1.66 
632.0, 52071.0, 253.0, 4481.2, 41.7, nan, 108.8, 73.3, 19.2, 17.854, 12.899, 11.786, 8.904, 6.899, 8.46, 45.129, -1.43 
2529.0, 54585.0, 81.0, 3887.7, 42.0, 40.78, 68.9, nan, 30.8, 18.428, 14.261, 13.338, 10.75, 7.951, 8.18, 45.134, -1.14 
1848.0, 54180.0, 390.0, 4024.8, 41.7, 40.91, 84.7, 70.7, 4.8, 16.517, 12.402, 11.32, 8.726, 6.911, 8.63, 45.656, -1.07 
411.0, 51817.0, 321.0, 3509.7, 41.5, 40.16, 74.5, 43.1, 9.1, 18.751, 13.677, 12.708, 9.748, 7.486, 8.41, 45.198, -1.31 
1397.0, 53119.0, 399.0, 3751.7, 41.5, 40.37, 84.6, 72.3, 7.9, 18.313, nan, nan, nan, nan, 8.48, 45.226, -1.36 
784.0, 52327.0, 253.0, 5014.8, 41.7, 40.7, 60.5, 26.7, 21.2, 18.599, nan, nan, nan, nan, 8.37, 45.038, -1.43 
1704.0, 53178.0, 389.0, 4043.3, 41.6, 40.43, 75.9, 27.7, 14.3, 18.028, 13.648, 12.629, 10.143, 8.439, 8.37, 45.078, -1.39 
1055.0, 52761.0, 349.0, 2882.1, 41.2, nan, 17.4, 9.9, 5.3, 19.179, 13.907, 13.447, 10.529, 8.436, 8.8, 45.136, -1.76 
1945.0, 53387.0, 472.0, 3908.8, 42.1, 41.02, 123.5, 76.0, 21.2, 17.34, nan, nan, nan, nan, 8.57, 45.444, -1.23 
1275.0, 52996.0, 616.0, 4502.7, 41.8, 40.62, 78.7, 9.9, 32.1, 18.027, nan, nan, nan, nan, 8.42, 44.996, -1.52 
2115.0, 53535.0, 265.0, 3547.0, 41.7, 40.63, 60.3, 35.1, 8.8, 18.135, nan, nan, nan, nan, 8.48, 45.369, -1.21 
1055.0, 52761.0, 511.0, 3945.6, 42.0, 41.13, 61.8, 35.7, 22.1, 18.191, 13.184, 12.034, 8.956, 6.649, 8.42, 45.296, -1.23 
1439.0, 53003.0, 377.0, 5253.5, 41.6, 41.03, 50.1, 57.9, 17.7, 18.376, nan, nan, nan, nan, 8.5, 45.078, -1.52 
2656.0, 54484.0, 70.0, 4271.6, 42.0, 40.92, 96.7, 32.3, 23.9, 17.657, nan, nan, nan, nan, 8.39, 45.261, -1.23 
1042.0, 52725.0, 132.0, 1502.8, 41.8, 42.05, 25.7, 36.5, 15.5, 17.897, nan, nan, nan, nan, 8.22, 45.272, -1.05 
1336.0, 52759.0, 90.0, 3286.3, 41.5, 40.88, 49.2, 29.3, 10.6, 18.759, 14.359, 13.581, 11.013, 8.79, 8.45, 45.128, -1.42 
2115.0, 53535.0, 556.0, 4375.0, 41.9, 40.46, 43.7, 49.3, 16.7, 18.143, nan, nan, nan, nan, 8.38, 45.33, -1.15 
298.0, 51955.0, 103.0, 4109.6, 41.7, 40.77, 88.0, 38.3, 11.7, 18.109, nan, nan, nan, nan, 8.79, 45.272, -1.61 
2005.0, 53472.0, 441.0, 3849.0, 42.3, 41.49, 38.8, 28.5, 41.9, 17.147, nan, nan, nan, nan, 8.2, 45.39, -0.91 
2294.0, 53733.0, 566.0, 3509.6, 42.1, 40.95, 118.0, nan, 44.6, 16.631, nan, nan, nan, nan, 8.11, 45.072, -1.14 
1323.0, 52797.0, 443.0, 1452.9, 42.4, 41.01, 43.9, 42.9, 77.0, 16.769, nan, nan, nan, nan, 7.29, 45.126, -0.26 
2106.0, 53714.0, 60.0, 1713.4, 43.1, 42.14, 136.9, 13.0, 230.9, 17.34, nan, nan, nan, nan, 9.17, 45.37, -1.9 
1685.0, 53463.0, 260.0, 4146.6, 42.6, 41.64, 107.2, 3.8, 27.6, 16.856, 12.47, 11.391, 8.841, 6.572, 8.74, 45.789, -1.05 
397.0, 51794.0, 512.0, 3391.9, 41.9, 40.74, 79.6, 27.9, 13.5, 17.719, nan, nan, nan, nan, 8.31, 45.405, -1.01 
424.0, 51893.0, 329.0, 4150.6, 42.0, 40.82, 115.4, 48.1, 16.6, 17.696, nan, nan, nan, nan, 8.48, 45.428, -1.15 
2295.0, 53734.0, 248.0, 3123.4, 42.3, 40.91, 85.1, 55.5, 26.4, 17.371, nan, nan, nan, nan, 8.59, 45.566, -1.13 
2743.0, 54259.0, 576.0, 4471.2, 42.1, 40.67, 88.7, 20.3, 44.4, 17.497, nan, nan, nan, nan, 8.37, 45.136, -1.33 
1425.0, 52913.0, 51.0, 4507.7, 41.4, 40.36, 61.0, 12.9, 6.6, 18.095, 13.124, 12.184, 9.893, 8.194, 8.49, 45.256, -1.34 
955.0, 52409.0, 44.0, 3019.0, 41.3, 40.87, 18.2, 9.5, 7.3, 18.745, nan, nan, nan, nan, 8.22, 45.091, -1.23 
1656.0, 53533.0, 148.0, 4456.0, 42.2, 40.72, 51.6, 32.0, 37.6, 17.645, 12.684, 11.673, 8.5, 6.003, 8.21, 45.26, -1.05 
621.0, 52055.0, 467.0, 2486.1, 42.1, 40.93, 48.7, 7.3, 56.2, 18.262, 13.46, 12.491, 9.613, 6.871, 7.87, 45.028, -0.94 
531.0, 52028.0, 207.0, 4059.6, 41.9, 40.66, 78.0, 77.6, 19.0, 18.003, 13.142, 12.305, 9.727, 7.602, 8.39, 45.251, -1.24 
659.0, 52199.0, 111.0, 3200.2, 41.7, 40.9, 49.8, 81.8, 8.5, 16.74, nan, nan, nan, nan, 8.29, 45.472, -0.92 
1749.0, 53357.0, 553.0, 3439.3, 41.6, 40.87, 73.7, 40.4, 10.4, 18.34, nan, nan, nan, nan, 8.38, 45.279, -1.2 
1351.0, 52790.0, 424.0, 1428.9, 41.4, 40.94, 51.7, 62.1, 7.1, 17.917, 13.611, 12.467, 9.423, 7.021, 7.38, 45.257, -0.22 
880.0, 52367.0, 119.0, 2753.5, 42.8, nan, 89.2, nan, 155.2, 18.449, nan, nan, nan, nan, 7.38, 45.224, -0.26 
503.0, 51999.0, 181.0, 4398.9, 42.0, 41.0, 98.8, 5.5, 50.9, 18.021, nan, nan, nan, nan, 8.44, 44.959, -1.58 
2581.0, 54085.0, 599.0, 3083.7, 42.0, 40.92, 36.2, 30.0, 22.0, 18.229, nan, nan, nan, nan, 8.59, 45.301, -1.39 
1864.0, 53313.0, 371.0, 4489.9, 41.9, 40.28, 77.8, 47.4, 18.1, 17.576, 12.625, 11.545, 8.66, 6.399, 8.56, 45.32, -1.34 
2650.0, 54505.0, 207.0, 3945.2, 42.5, 41.24, 101.3, 18.7, 118.3, 18.783, nan, nan, nan, nan, 8.42, 45.101, -1.42 
1459.0, 53117.0, 225.0, 4453.8, 41.3, 39.91, 78.9, 31.1, 8.0, 18.309, nan, nan, nan, nan, 8.36, 45.046, -1.42 
1997.0, 53442.0, 59.0, 2836.4, 41.5, nan, 102.1, 129.5, 3.1, 16.851, nan, nan, nan, nan, 8.23, 45.686, -0.65 
469.0, 51913.0, 558.0, 2934.3, 41.6, 40.15, 46.0, 48.1, 14.8, 18.729, nan, nan, nan, nan, 8.36, 45.097, -1.36 
1367.0, 53083.0, 419.0, 4378.9, 42.0, 40.98, 73.9, 12.0, 8.5, 17.464, nan, nan, nan, nan, 8.7, 45.703, -1.1 
470.0, 51929.0, 383.0, 3438.6, 42.0, 41.03, 37.7, 13.0, 32.2, 17.913, nan, nan, nan, nan, 8.38, 45.124, -1.36 
2264.0, 53682.0, 90.0, 4516.6, 41.9, 40.94, 57.5, 7.5, 15.2, 17.751, 12.676, 11.675, 9.079, 7.079, 8.52, 45.428, -1.19 
2167.0, 53889.0, 451.0, 3657.7, 42.5, nan, 123.8, 43.2, 42.4, 17.006, 10.959, 9.8, 7.1, 4.959, 8.43, 45.515, -1.02 
2516.0, 54240.0, 619.0, 3688.0, 41.7, 40.65, 75.3, 44.3, 18.4, 18.061, 12.61, 11.604, 8.456, 6.099, 8.26, 45.067, -1.3 
765.0, 52254.0, 229.0, 3370.0, 41.8, nan, 46.6, 20.5, 13.9, 17.819, 13.286, 12.337, 9.821, 7.581, 8.39, 45.295, -1.19 
1921.0, 53317.0, 339.0, 4395.4, 41.5, 40.63, 59.1, 28.2, 14.9, 18.596, 13.732, 12.85, 11.012, 8.842, 8.39, 44.972, -1.52 
447.0, 51877.0, 163.0, 4096.3, 41.9, 40.8, 98.3, 34.3, 29.8, 18.581, 13.918, 12.921, 10.317, 8.324, 8.48, 45.087, -1.49 
432.0, 51884.0, 219.0, 2617.5, 41.7, 40.95, 41.1, 31.8, 13.6, 18.363, 13.59, 12.6, 9.617, 7.036, 8.25, 45.244, -1.11 
778.0, 52337.0, 427.0, 3320.7, 41.6, 40.2, 55.0, 5.2, 17.9, 18.576, nan, nan, nan, nan, 8.19, 45.053, -1.23 
470.0, 51929.0, 623.0, 3298.0, 41.8, 40.5, 63.1, 51.1, 24.5, 18.522, nan, nan, nan, nan, 8.25, 45.125, -1.22 
2511.0, 53882.0, 529.0, 5484.4, 41.5, 40.74, 95.0, nan, 22.5, 17.695, nan, nan, nan, nan, 8.43, 44.862, -1.67 
2235.0, 53847.0, 68.0, 1578.9, 41.3, 40.63, 31.7, 44.5, 4.4, 17.562, nan, nan, nan, nan, 7.78, 45.357, -0.53 
847.0, 52426.0, 558.0, 2692.3, 42.2, 41.19, 51.9, 13.7, 41.7, 17.986, nan, nan, nan, nan, 8.23, 45.246, -1.09 
313.0, 51673.0, 140.0, 4140.7, 41.3, 40.23, 35.8, 24.1, 9.8, 18.983, 14.113, 13.571, 10.698, 8.862, 8.63, 45.016, -1.71 
944.0, 52614.0, 603.0, 3687.6, 41.6, 39.9, 83.2, 19.2, 14.5, 17.958, nan, nan, nan, nan, 8.33, 45.121, -1.31 
746.0, 52238.0, 512.0, 3217.9, 41.6, 40.56, 74.5, 66.4, 9.2, 17.826, nan, nan, nan, nan, 8.12, 45.257, -0.96 
967.0, 52636.0, 522.0, 2924.2, 42.3, 41.48, 83.8, 34.4, 41.3, 17.594, nan, nan, nan, nan, 8.15, 45.361, -0.89 
2492.0, 54178.0, 139.0, 4845.4, 41.2, 40.66, 25.4, 9.7, 5.0, 18.722, nan, nan, nan, nan, 8.67, 45.198, -1.57 
1435.0, 52996.0, 397.0, 3124.5, 41.5, nan, 20.7, 6.0, 10.4, 18.195, nan, nan, nan, nan, 8.81, 45.183, -1.73 
946.0, 52407.0, 627.0, 3172.6, 41.7, 40.58, 59.2, 10.5, 11.5, 17.985, nan, nan, nan, nan, 8.42, 45.31, -1.21 
386.0, 51788.0, 70.0, 2916.9, 42.1, 41.34, 30.7, 23.0, 28.7, 18.392, nan, nan, nan, nan, 8.22, 45.297, -1.02 
1737.0, 53055.0, 224.0, 4500.0, 41.9, 40.76, 82.2, 44.9, 38.8, 18.605, 13.229, 12.172, 9.687, 7.268, 8.55, 44.975, -1.68 
2027.0, 53433.0, 200.0, 4212.0, 41.6, 40.79, 32.4, 6.5, 17.2, 17.437, nan, nan, nan, nan, 8.41, 45.034, -1.48 
1610.0, 53144.0, 469.0, 4455.2, 41.4, 40.53, 73.0, 28.6, 8.0, 16.951, nan, nan, nan, nan, 8.44, 45.15, -1.39 
2024.0, 53503.0, 225.0, 4629.7, 41.5, 39.87, 39.0, 21.3, 13.6, 18.625, nan, nan, nan, nan, 8.66, 45.071, -1.69 
392.0, 51793.0, 220.0, 4717.6, 41.3, 40.13, 41.7, 29.8, 9.5, 18.333, nan, nan, nan, nan, 8.64, 45.01, -1.73 
386.0, 51788.0, 590.0, 4147.8, 42.1, 41.26, 59.4, 46.8, 17.6, 17.876, nan, nan, nan, nan, 8.8, 45.469, -1.43 
2885.0, 54497.0, 521.0, 5400.8, 41.2, 40.58, 49.6, 12.5, 5.6, 18.572, nan, nan, nan, nan, 8.59, 45.101, -1.59 
767.0, 52252.0, 347.0, 4593.2, 41.7, 41.01, 58.3, 38.5, 11.6, 17.473, 13.286, 12.314, 9.414, 7.039, 8.59, 45.272, -1.42 
583.0, 52055.0, 527.0, 3495.7, 42.1, 40.8, 42.1, 11.2, 61.2, 17.296, 13.112, 12.414, 9.552, 6.751, 8.04, 44.979, -1.16 
2094.0, 53851.0, 630.0, 5220.1, 42.4, 41.21, 95.7, 16.7, 82.1, 16.557, nan, nan, nan, nan, 8.64, 45.16, -1.58 
2490.0, 54179.0, 592.0, 6033.6, 41.4, 40.6, 14.3, 13.2, 8.4, 18.576, nan, nan, nan, nan, 9.22, 45.105, -2.22 
691.0, 52199.0, 314.0, 4648.5, 41.5, 40.75, 40.8, 33.4, 9.6, 18.461, nan, nan, nan, nan, 8.52, 45.156, -1.47 
1211.0, 52964.0, 371.0, 5770.0, 41.4, 40.6, 31.4, 42.7, 7.8, 18.362, 14.255, 13.302, 10.389, 7.955, 7.59, 45.204, -0.48 
1867.0, 53317.0, 540.0, 4037.4, 41.8, 40.93, 53.9, 26.4, 24.6, 18.655, 13.881, 12.738, 9.879, 7.111, 8.35, 45.117, -1.33 
1732.0, 53501.0, 251.0, 4192.9, 42.5, 41.53, 127.5, nan, 75.1, 16.971, 13.19, 12.175, 9.71, 7.262, 8.45, 45.266, -1.28 
420.0, 51871.0, 397.0, 4856.3, 42.3, 41.4, 82.7, 36.2, 32.8, 17.723, nan, nan, nan, nan, 8.73, 45.453, -1.37 
432.0, 51884.0, 324.0, 4150.6, 41.5, 40.7, 70.7, 71.8, 8.5, 17.709, 13.463, 12.523, 10.067, 7.65, 8.48, 45.27, -1.31 
2662.0, 54505.0, 445.0, 2662.9, 41.9, 41.07, 59.6, 24.1, 14.8, 18.007, nan, nan, nan, nan, 8.23, 45.385, -0.95 
1835.0, 54563.0, 513.0, 3341.0, 41.9, 40.44, 104.1, 8.8, 23.5, 18.16, 12.427, 11.538, 9.127, 6.841, 8.32, 45.237, -1.18 
2229.0, 53823.0, 233.0, 4108.5, 41.7, 40.82, 74.1, 46.2, 6.7, 17.204, nan, nan, nan, nan, 8.68, 45.526, -1.25 
497.0, 51989.0, 437.0, 4103.8, 41.6, 40.99, 59.6, 24.2, 20.0, 17.229, nan, nan, nan, nan, 8.34, 45.012, -1.43 
1042.0, 52725.0, 499.0, 2997.4, 42.0, 41.56, 83.1, 38.1, 13.4, 17.985, nan, nan, nan, nan, 8.36, 45.534, -0.92 
770.0, 52282.0, 213.0, 3809.7, 42.0, 41.0, 51.9, 33.2, 39.8, 17.753, 13.291, 12.515, 9.754, 7.354, 8.36, 45.047, -1.41 
1345.0, 52814.0, 498.0, 3817.6, 41.8, 41.0, 61.1, 40.8, 5.8, 17.128, nan, nan, nan, nan, 8.55, 45.718, -0.93 
422.0, 51811.0, 420.0, 3429.7, 41.2, 40.55, 39.0, 35.9, 6.6, 18.529, nan, nan, nan, nan, 8.27, 45.032, -1.34 
1735.0, 53035.0, 329.0, 3246.0, 41.7, 40.5, 88.0, 16.6, 10.0, 17.994, 13.315, 12.3, 9.787, 7.312, 8.37, 45.383, -1.08 
2362.0, 53759.0, 605.0, 3416.8, 42.3, 41.32, 103.9, 31.3, 26.9, 17.593, nan, nan, nan, nan, 8.47, 45.51, -1.06 
518.0, 52282.0, 24.0, 3644.9, 41.8, 40.59, 51.3, 6.7, 30.1, 17.746, nan, nan, nan, nan, 8.24, 45.021, -1.32 
568.0, 52254.0, 361.0, 2911.2, 41.7, 40.36, 49.0, 33.9, 15.9, 18.717, nan, nan, nan, nan, 8.33, 45.16, -1.27 
570.0, 52266.0, 517.0, 3626.7, 41.4, 40.48, 61.9, 60.7, 6.0, 16.91, nan, nan, nan, nan, 8.24, 45.292, -1.05 
2096.0, 53446.0, 435.0, 3644.3, 41.9, 41.18, 33.7, 34.8, 21.3, 17.011, nan, nan, nan, nan, 8.36, 45.268, -1.19 
617.0, 52072.0, 352.0, 3268.3, 42.4, 41.27, 93.7, 14.8, 51.8, 17.186, nan, nan, nan, nan, 8.31, 45.39, -1.02 
1333.0, 52782.0, 477.0, 4999.0, 41.6, 40.66, 99.9, 44.8, 20.2, 18.489, 13.741, 12.637, 9.724, 7.661, 8.4, 44.946, -1.55 
546.0, 52205.0, 573.0, 2827.8, 41.9, 41.1, 92.9, 42.1, 9.6, 17.068, 12.587, 11.525, 9.092, 7.157, 8.3, 45.572, -0.83 
1718.0, 53850.0, 79.0, 4483.4, 42.6, 41.64, 65.9, 17.2, 40.2, 17.371, 13.207, 12.216, 9.411, 7.061, 8.66, 45.708, -1.05 
491.0, 51942.0, 561.0, 5553.9, 41.7, 40.49, 74.5, 21.3, 17.9, 18.059, 13.572, 12.615, 9.786, 7.169, 8.58, 45.067, -1.61 
2237.0, 53828.0, 448.0, 3677.8, 41.8, nan, 13.2, 19.2, 24.9, 18.553, nan, nan, nan, nan, 8.36, 45.098, -1.37 
1606.0, 53055.0, 130.0, 3378.4, 41.8, 40.77, 42.8, 24.4, 30.5, 18.924, nan, nan, nan, nan, 8.38, 45.019, -1.46 
885.0, 52379.0, 449.0, 2863.9, 41.7, 41.04, 32.1, 29.3, 18.2, 18.099, nan, nan, nan, nan, 9.05, 45.121, -2.03 
439.0, 51877.0, 486.0, 2641.2, 41.7, 40.6, 49.1, 11.0, 23.2, 18.628, 14.284, 13.483, 10.748, 8.183, 7.97, 44.964, -1.11 
1224.0, 52765.0, 414.0, 3369.7, 42.0, 40.75, 60.9, 32.5, 20.3, 18.285, nan, nan, nan, nan, 8.47, 45.342, -1.23 
2757.0, 54509.0, 462.0, 4030.0, 41.2, 39.82, 60.3, 21.4, 5.4, 18.501, nan, nan, nan, nan, 8.66, 45.126, -1.63 
1346.0, 52822.0, 116.0, 5462.2, 42.2, 41.11, 85.1, 7.0, 81.2, 17.744, nan, nan, nan, nan, 8.52, 44.94, -1.68 
834.0, 52316.0, 421.0, 4662.3, 41.8, 40.6, 87.7, 25.2, 25.5, 18.146, 13.542, 12.673, 10.352, 8.043, 8.43, 45.092, -1.44 
976.0, 52413.0, 166.0, 1839.4, 42.4, 41.4, 67.6, 34.3, 83.6, 18.339, 13.744, 12.773, 9.664, 6.918, 7.6, 45.102, -0.6 
776.0, 52319.0, 495.0, 4894.0, 41.6, 40.78, 31.1, 26.6, 12.9, 18.229, nan, nan, nan, nan, 8.74, 45.143, -1.7 
833.0, 52314.0, 615.0, 3599.7, 42.0, 41.48, 70.1, 19.0, 5.3, 16.315, 11.627, 10.586, 8.121, 6.257, 8.76, 45.933, -0.93 
1355.0, 52823.0, 565.0, 3650.5, 41.4, 40.06, 67.7, 50.2, 13.6, 18.1, 13.079, 12.095, 9.377, 7.164, 8.31, 44.939, -1.47 
595.0, 52023.0, 479.0, 2991.9, 42.0, 40.75, 72.3, 22.3, 57.9, 19.014, 14.403, 13.325, 10.032, 7.003, 7.93, 44.911, -1.12 
974.0, 52427.0, 203.0, 3467.4, 41.5, 40.71, 62.1, 35.6, 5.0, 18.213, 13.542, 12.578, 10.142, 7.806, 8.42, 45.43, -1.09 
719.0, 52203.0, 631.0, 3005.9, 42.2, 40.99, 84.6, 30.8, 58.3, 18.058, nan, nan, nan, nan, 8.0, 45.07, -1.03 
1568.0, 53169.0, 536.0, 3943.1, 41.2, nan, 54.7, 42.4, 5.9, 18.744, 13.889, 12.959, 10.573, 8.646, 8.45, 45.14, -1.41 
603.0, 52056.0, 260.0, 3683.8, 41.5, 40.73, 41.4, 18.9, 10.8, 18.229, nan, nan, nan, nan, 8.28, 45.147, -1.23 
480.0, 51989.0, 172.0, 2504.0, 41.3, 40.13, 26.8, 27.4, 10.1, 19.442, nan, nan, nan, nan, 8.13, 44.997, -1.24 
331.0, 52368.0, 10.0, 4399.2, 41.8, 40.66, 64.1, 20.9, 12.4, 18.206, nan, nan, nan, nan, 8.52, 45.373, -1.25 
2594.0, 54177.0, 415.0, 4194.0, 41.8, 40.58, 60.5, 8.8, 15.4, 17.781, nan, nan, nan, nan, 8.6, 45.249, -1.46 
462.0, 51909.0, 133.0, 3878.9, 42.0, 40.77, 108.2, 30.4, 11.9, 16.937, 12.033, 11.025, 8.504, 6.344, 8.4, 45.555, -0.94 
447.0, 51877.0, 626.0, 3104.0, 42.8, 41.4, 80.7, 19.7, 142.8, 18.039, 13.912, 12.887, 10.009, 7.48, 7.84, 45.264, -0.68 
1938.0, 53379.0, 79.0, 2774.5, 41.8, 40.95, 41.3, 8.9, 13.1, 18.478, nan, nan, nan, nan, 8.26, 45.295, -1.07 
2656.0, 54484.0, 409.0, 4628.5, 42.4, 41.17, 44.2, 4.0, 62.1, 18.543, nan, nan, nan, nan, 9.27, 45.246, -2.12 
1708.0, 53503.0, 400.0, 4624.9, 41.5, 40.16, 47.9, 16.1, 11.5, 17.852, 13.226, 12.184, 9.591, 7.415, 8.28, 45.135, -1.25 
698.0, 52203.0, 530.0, 4046.1, 42.0, 40.95, 74.7, 47.4, 23.1, 18.003, nan, nan, nan, nan, 8.47, 45.298, -1.27 
622.0, 52054.0, 282.0, 4161.3, 42.2, nan, 81.0, 63.4, 9.0, 16.684, 12.012, 10.983, 8.447, 6.34, 8.91, 45.879, -1.14 
520.0, 52288.0, 429.0, 3168.1, 41.9, 40.89, 48.6, 20.3, 54.9, 17.698, nan, nan, nan, nan, 7.53, 44.83, -0.8 
453.0, 51915.0, 479.0, 4012.8, 40.2, 40.6, 23.8, 28.5, 0.5, 18.415, 13.391, 12.487, 9.891, 8.429, 8.2, 45.15, -1.15 
2746.0, 54232.0, 158.0, 4392.9, 41.6, 41.29, 91.4, 59.2, 7.5, 17.678, 13.292, 12.155, 9.465, 7.356, 8.58, 45.397, -1.29 
1193.0, 52652.0, 233.0, 2931.1, 41.5, 41.02, 18.3, 11.2, 7.6, 18.527, nan, nan, nan, nan, 8.37, 45.245, -1.23 
1054.0, 52516.0, 553.0, 3338.3, 41.6, 40.82, 84.8, 58.3, 7.0, 17.885, 13.38, 12.561, 9.885, 7.718, 8.38, 45.429, -1.05 
485.0, 51909.0, 387.0, 3387.2, 41.7, 40.34, 117.6, 33.3, 24.2, 18.8, 14.276, 13.294, 10.636, 8.247, 8.12, 44.991, -1.23 
2593.0, 54175.0, 296.0, 3957.4, 41.6, 40.82, 75.5, 49.1, 12.0, 18.639, nan, nan, nan, nan, 8.61, 45.222, -1.49 
1829.0, 53494.0, 464.0, 4487.0, 42.4, 41.18, 116.4, nan, 45.3, 17.003, 12.203, 11.111, 8.521, 6.335, 8.33, 45.444, -0.99 
1401.0, 53144.0, 133.0, 3464.3, 41.4, 40.41, 68.3, 43.7, 11.2, 18.334, 13.858, 12.925, 10.426, 8.252, 8.18, 45.014, -1.26 
1727.0, 53859.0, 356.0, 4272.7, 42.1, 41.09, 86.2, 42.6, 21.5, 17.643, 12.808, 11.737, 8.923, 6.592, 8.57, 45.43, -1.24 
2276.0, 53712.0, 101.0, 4049.9, 42.0, 41.01, 88.0, 17.5, 42.6, 18.449, 13.649, 12.695, 10.456, 8.438, 8.43, 45.051, -1.48 
2947.0, 54533.0, 473.0, 5879.4, 41.5, 40.0, 55.7, 33.8, 10.2, 18.655, nan, nan, nan, nan, 8.8, 45.109, -1.79 
865.0, 52323.0, 488.0, 4226.5, 42.1, 40.91, 51.8, 27.7, 52.8, 18.759, 13.773, 13.046, 10.784, 8.124, 8.58, 45.046, -1.63 
300.0, 51943.0, 206.0, 4023.7, 41.6, 40.5, 61.1, 11.3, 15.8, 18.677, 13.72, 12.982, 11.024, 8.341, 8.47, 45.117, -1.45 
2884.0, 54526.0, 177.0, 3527.3, 42.1, 41.25, 112.4, 27.7, 28.4, 17.397, 13.06, 12.039, 9.37, 7.112, 8.39, 45.346, -1.14 
1285.0, 52723.0, 484.0, 5518.3, 41.1, 39.79, 27.7, 24.2, 4.9, 18.326, nan, nan, nan, nan, 8.74, 45.088, -1.75 
1285.0, 52723.0, 60.0, 3139.4, 41.7, 40.51, 79.4, 24.5, 22.5, 18.414, nan, nan, nan, nan, 8.06, 45.009, -1.15 
